Terms Appearing within 50 Words of “Plotia[s]”,,
Portion of All Occurrences,Occurrences,Term
50.00%,1,wiedererstehenden
50.00%,1,wiedergewinnen
50.00%,1,wiedergewonnen
50.00%,1,wiederpreisgegebene
50.00%,1,wildnis
50.00%,1,willkomm
50.00%,1,wirkliches
50.00%,1,wisse
50.00%,1,wohnte
50.00%,1,wurzelig
50.00%,1,zartheit
50.00%,1,zerteilen
50.00%,1,zugeneigt
50.00%,1,zulässig
50.00%,1,zurückgeführt
50.00%,1,zurückziehen
50.00%,1,zustande
50.00%,1,zuzuwenden
50.00%,1,zwingender
50.00%,1,zwingt
47.06%,8,erkannte
44.44%,4,entscheidung
42.86%,3,abgestorben
42.86%,3,aufnehmend
42.86%,3,fühle
42.86%,3,leichtigkeit
42.86%,3,lieben
41.67%,5,gezweige
40.00%,6,abgeschieden
40.00%,2,antwortete
40.00%,2,entfaltete
40.00%,2,erkenne
40.00%,2,erstreckte
40.00%,2,fehlte
40.00%,2,fortschicken
40.00%,2,gestorben
40.00%,2,lehnte
40.00%,2,pollio
40.00%,2,schein
40.00%,2,unaufhaltsam
40.00%,2,ungerecht
40.00%,2,urahn
40.00%,2,verhielt
40.00%,2,wandelte
40.00%,2,weib
40.00%,2,wert
40.00%,2,wesenheiten
40.00%,2,zugehörig
38.46%,5,zweig
37.50%,6,alexis
37.50%,6,lächelte
37.50%,3,aufschreiben
37.50%,3,blume
37.50%,3,friedlich
37.50%,3,nüchtern
37.50%,3,stehe
36.36%,8,heimat
33.33%,5,wirkliche
33.33%,3,fernen
33.33%,3,gäbe
33.33%,3,sowohl
33.33%,3,toten
33.33%,2,beugte
33.33%,2,breiten
33.33%,2,dünn
33.33%,2,eh
33.33%,2,ekloge
33.33%,2,erlaubt
33.33%,2,freunden
33.33%,2,geliebt
33.33%,2,harte
33.33%,2,hört
33.33%,2,innensicht
33.33%,2,lieblich
33.33%,2,nickte
33.33%,2,reif
33.33%,2,riese
33.33%,2,riesen
33.33%,2,schoß
33.33%,2,unerforschlich
33.33%,2,ungeborenheit
33.33%,2,ununterscheidbaren
33.33%,2,unverzüglich
33.33%,2,vereinigung
33.33%,2,zusammenhang
33.33%,2,zuspruch
33.33%,1,affen
33.33%,1,ähnlich
33.33%,1,andauern
33.33%,1,ansetzen
33.33%,1,anwesenheit
33.33%,1,äpfel
33.33%,1,apollo
33.33%,1,apollons
33.33%,1,ätherischen
33.33%,1,aufbaute
33.33%,1,aufgestanden
33.33%,1,ausmachen
33.33%,1,bat
33.33%,1,bedächtig
33.33%,1,befugt
33.33%,1,begegnet
33.33%,1,behauptete
33.33%,1,bemerkbar
33.33%,1,bemerkte
33.33%,1,bergen
33.33%,1,berührte
33.33%,1,bestätigte
33.33%,1,betäubenden
33.33%,1,bettrand
33.33%,1,beweise
33.33%,1,bezwingend
33.33%,1,blattwerk
33.33%,1,blau
33.33%,1,bläue
33.33%,1,bursche
33.33%,1,davontragen
33.33%,1,ebensowenig
33.33%,1,ecke
33.33%,1,eiche
33.33%,1,eigenschaftsgrund
33.33%,1,einverständnis
33.33%,1,eisige
33.33%,1,enthüllend
33.33%,1,entsprossen
33.33%,1,erdrückt
33.33%,1,erfreulich
33.33%,1,erinnerungsraum
33.33%,1,erlösung
33.33%,1,ermessen
33.33%,1,ermüdet
33.33%,1,erstaunt
33.33%,1,festigkeit
33.33%,1,fischen
33.33%,1,flüchtigen
33.33%,1,formt
33.33%,1,frühlingshaft
33.33%,1,füße
33.33%,1,garn
33.33%,1,geäst
33.33%,1,gedanke
33.33%,1,geliebten
33.33%,1,gemeinsamer
33.33%,1,genauer
33.33%,1,geschmiedet
33.33%,1,grell
33.33%,1,größerer
33.33%,1,gunst
33.33%,1,haftete
33.33%,1,halsring
33.33%,1,handgreiflichen
33.33%,1,harrenden
33.33%,1,heiliger
33.33%,1,held
33.33%,1,herabgesenkt
33.33%,1,himmelwärts
33.33%,1,hoffnungslos
33.33%,1,horizontes
33.33%,1,klangen
33.33%,1,kniete
33.33%,1,kommst
33.33%,1,kühlsteinern
33.33%,1,lächelnde
33.33%,1,langsamen
33.33%,1,lebendigkeit
33.33%,1,lieblichkeit
33.33%,1,liebte
33.33%,1,lorbeer
33.33%,1,matratze
33.33%,1,meineidige
33.33%,1,menschenschicksal
33.33%,1,milden
33.33%,1,muschel
33.33%,1,nachteinsamkeit
33.33%,1,nachthöhle
33.33%,1,nächtlichkeit
33.33%,1,nebel
33.33%,1,nützt
33.33%,1,obgleich
33.33%,1,pan
33.33%,1,pfeil
33.33%,1,prometheische
33.33%,1,redest
33.33%,1,riecht
33.33%,1,riesengestalt
33.33%,1,schattenreich
33.33%,1,schicken
33.33%,1,schlafes
33.33%,1,schwarzer
33.33%,1,sehenden
33.33%,1,sonnenlicht
33.33%,1,stämme
33.33%,1,stärkeren
33.33%,1,stockes
33.33%,1,streckte
33.33%,1,stromes
33.33%,1,suche
33.33%,1,suchst
33.33%,1,süßer
33.33%,1,teuer
33.33%,1,trunken
33.33%,1,überstrahlt
33.33%,1,überwunden
33.33%,1,umarmung
33.33%,1,umfängt
33.33%,1,umstellt
33.33%,1,umwittert
33.33%,1,unauffindbar
33.33%,1,unausdenkbar
33.33%,1,unbewegliche
33.33%,1,unerschaubar
33.33%,1,ungestaltete
33.33%,1,unhörbarkeit
33.33%,1,unschöpfung
33.33%,1,unsichtbares
33.33%,1,urenkel
33.33%,1,urteil
33.33%,1,verbergen
33.33%,1,verbinden
33.33%,1,verblassen
33.33%,1,vergangene
33.33%,1,vergebliches
33.33%,1,vergessenen
33.33%,1,verhält
33.33%,1,verlorenes
33.33%,1,verlorengegangen
33.33%,1,verlorengehen
33.33%,1,vermeint
33.33%,1,vernehmlicher
33.33%,1,verschattete
33.33%,1,verschlossen
33.33%,1,verschmäht
33.33%,1,verschwand
33.33%,1,verteidigen
33.33%,1,verwirrt
33.33%,1,verwurzelt
33.33%,1,verzweiflung
33.33%,1,vögeln
33.33%,1,voneinander
33.33%,1,vorgestorbenheit
33.33%,1,wahrhafte
33.33%,1,wandelgang
33.33%,1,wanderten
33.33%,1,wechselte
33.33%,1,wehrte
33.33%,1,wesens
33.33%,1,wiederpreisgegebenheit
33.33%,1,wohnen
33.33%,1,wozu
33.33%,1,zauberin
33.33%,1,zeile
33.33%,1,zunehmendem
33.33%,1,zunehmender
33.33%,1,zungen
33.33%,1,zurückgezogen
33.33%,1,zurückverwandelt
31.82%,7,geld
30.00%,6,ring
30.00%,6,unserer
30.00%,3,abend
30.00%,3,mitten
30.00%,3,rieselte
30.00%,3,spannung
30.00%,3,unsichtbarkeit
30.00%,3,unvergänglich
30.00%,3,verschwindend
29.17%,7,suchen
28.57%,6,nahe
28.57%,2,arztes
28.57%,2,baum
28.57%,2,bogen
28.57%,2,dunkler
28.57%,2,geglückt
28.57%,2,haltung
28.57%,2,heiterer
28.57%,2,herzschlag
28.57%,2,lächelnd
28.57%,2,schrei
28.57%,2,strich
28.57%,2,tauchte
28.57%,2,übernommen
28.57%,2,unmittelbaren
28.57%,2,verlockend
28.57%,2,zarte
27.78%,5,ununterscheidbar
27.27%,6,frau
27.27%,3,schimmerte
27.27%,3,sollst
27.27%,3,ton
27.27%,3,tucca
27.27%,3,unabwehrbar
26.67%,4,sterblich
25.00%,7,hände
25.00%,5,fort
25.00%,3,meinte
25.00%,3,miene
25.00%,3,verflüchtigt
25.00%,2,brauchst
25.00%,2,brauchte
25.00%,2,brücken
25.00%,2,dicken
25.00%,2,eingehüllt
25.00%,2,fülle
25.00%,2,geschenk
25.00%,2,geschlossen
25.00%,2,gespiegelt
25.00%,2,glied
25.00%,2,kamst
25.00%,2,kurze
25.00%,2,mannes
25.00%,2,papier
25.00%,2,rief
25.00%,2,schmerzlich
25.00%,2,schwieg
25.00%,2,streng
25.00%,2,tut
25.00%,2,unschuld
25.00%,2,wachsend
25.00%,1,adern
25.00%,1,anhob
25.00%,1,apoll
25.00%,1,aufzuheben
25.00%,1,ausging
25.00%,1,bedacht
25.00%,1,begrüßung
25.00%,1,bekam
25.00%,1,beschränkt
25.00%,1,bezeichnen
25.00%,1,billig
25.00%,1,blatt
25.00%,1,bleiernen
25.00%,1,blonden
25.00%,1,dahindämmern
25.00%,1,doppelte
25.00%,1,dringt
25.00%,1,droben
25.00%,1,durchbricht
25.00%,1,eindeutig
25.00%,1,einhüllte
25.00%,1,einsamen
25.00%,1,einschüchterung
25.00%,1,einzugehen
25.00%,1,empfinden
25.00%,1,empfing
25.00%,1,emporgeschossen
25.00%,1,enkel
25.00%,1,enthüllte
25.00%,1,entläßt
25.00%,1,ergänzt
25.00%,1,erkennende
25.00%,1,erkennens
25.00%,1,erklungen
25.00%,1,erwartungslos
25.00%,1,ewigwährenden
25.00%,1,ewigwährender
25.00%,1,fahlheit
25.00%,1,fassen
25.00%,1,faust
25.00%,1,feldern
25.00%,1,fernste
25.00%,1,flüsterte
25.00%,1,folge
25.00%,1,freiwillig
25.00%,1,fremde
25.00%,1,früchte
25.00%,1,führerschaft
25.00%,1,gattin
25.00%,1,gebanntheit
25.00%,1,gebaut
25.00%,1,gegenrede
25.00%,1,gemeinsames
25.00%,1,geneigt
25.00%,1,glanze
25.00%,1,gleichnissen
25.00%,1,glitt
25.00%,1,glitzernd
25.00%,1,glücklicherweise
25.00%,1,güte
25.00%,1,haar
25.00%,1,haltenden
25.00%,1,handgreiflich
25.00%,1,handgreiflichkeit
25.00%,1,hängen
25.00%,1,hauptes
25.00%,1,heimkehrend
25.00%,1,heiter
25.00%,1,herangetragen
25.00%,1,hingegeben
25.00%,1,höflich
25.00%,1,höhere
25.00%,1,jüngling
25.00%,1,körperlichen
25.00%,1,künftiges
25.00%,1,lächelnden
25.00%,1,lebend
25.00%,1,leibes
25.00%,1,leises
25.00%,1,liedes
25.00%,1,lies
25.00%,1,lüfte
25.00%,1,nächste
25.00%,1,quellen
25.00%,1,rieselnde
25.00%,1,rieselnden
25.00%,1,rötlichen
25.00%,1,rückwendung
25.00%,1,schattenlos
25.00%,1,scheiden
25.00%,1,scheitern
25.00%,1,schiffes
25.00%,1,schlichten
25.00%,1,schrieb
25.00%,1,schüttelte
25.00%,1,sichtbarunsichtbaren
25.00%,1,silbern
25.00%,1,sitzend
25.00%,1,sprießt
25.00%,1,stamm
25.00%,1,sternes
25.00%,1,strome
25.00%,1,stuhl
25.00%,1,syrer
25.00%,1,tierheit
25.00%,1,traumlos
25.00%,1,traurig
25.00%,1,trieb
25.00%,1,tunica
25.00%,1,ulme
25.00%,1,umzuwenden
25.00%,1,unerinnerbaren
25.00%,1,unerschaubaren
25.00%,1,unmerklich
25.00%,1,unvergängliche
25.00%,1,verächtlich
25.00%,1,verblaßte
25.00%,1,verfall
25.00%,1,verführerisch
25.00%,1,verkündend
25.00%,1,verlangst
25.00%,1,verscheucht
25.00%,1,versprechen
25.00%,1,verstummt
25.00%,1,vollkommene
25.00%,1,voran
25.00%,1,wahn
25.00%,1,währen
25.00%,1,wälder
25.00%,1,wandern
25.00%,1,weicher
25.00%,1,weiße
25.00%,1,weniges
25.00%,1,wich
25.00%,1,wiesen
25.00%,1,wolltest
25.00%,1,zarten
25.00%,1,zukünftige
25.00%,1,zukünftigen
23.53%,4,erwarten
23.53%,4,galt
23.33%,7,finger
23.21%,13,ruhe
23.08%,3,hätten
23.08%,3,hinab
23.08%,3,höchst
23.08%,3,unseres
22.95%,14,sklaven
22.22%,6,keines
22.22%,2,ergriffen
22.22%,2,gefeit
22.22%,2,gewordene
22.22%,2,gräßlich
22.22%,2,gutes
22.22%,2,höhle
22.22%,2,leisen
22.22%,2,mild
22.22%,2,nächsten
22.22%,2,öffnen
22.22%,2,orpheus
22.22%,2,ringes
22.22%,2,sanfte
22.22%,2,schweigend
22.22%,2,versagt
21.43%,6,ganzheit
21.43%,6,klang
21.43%,3,gesprochen
21.43%,3,hart
21.43%,3,schwebenden
20.00%,4,erwartet
20.00%,4,schwer
20.00%,3,helle
20.00%,3,ineinander
20.00%,3,nirgendwo
20.00%,3,setzte
20.00%,3,vernichten
20.00%,2,begnadet
20.00%,2,bloßes
20.00%,2,eingang
20.00%,2,gehörte
20.00%,2,gestellt
20.00%,2,glanz
20.00%,2,glätte
20.00%,2,herden
20.00%,2,lebt
20.00%,2,reichte
20.00%,2,unerreichbaren
20.00%,2,unserem
20.00%,2,verborgen
20.00%,2,warst
20.00%,1,abgestreift
20.00%,1,alledem
20.00%,1,allüberall
20.00%,1,allzeit
20.00%,1,antworten
20.00%,1,äther
20.00%,1,aufhebend
20.00%,1,begehren
20.00%,1,brachte
20.00%,1,daumen
20.00%,1,derentwillen
20.00%,1,drängte
20.00%,1,dringlichkeit
20.00%,1,eindringlicher
20.00%,1,eingeordnet
20.00%,1,entfaltung
20.00%,1,ersehnten
20.00%,1,eurydike
20.00%,1,fahllicht
20.00%,1,farbe
20.00%,1,fließenden
20.00%,1,fließt
20.00%,1,flogen
20.00%,1,floß
20.00%,1,funkelnd
20.00%,1,furchtbare
20.00%,1,fuß
20.00%,1,gabe
20.00%,1,gebärend
20.00%,1,gebilde
20.00%,1,geflüchtet
20.00%,1,gegolten
20.00%,1,geklungen
20.00%,1,genötigt
20.00%,1,geräuschlos
20.00%,1,geschaffene
20.00%,1,gestade
20.00%,1,gesundheit
20.00%,1,getreten
20.00%,1,gezogen
20.00%,1,gipfel
20.00%,1,griff
20.00%,1,häupten
20.00%,1,hausrat
20.00%,1,herauf
20.00%,1,hinüber
20.00%,1,kandelabers
20.00%,1,leisten
20.00%,1,mittel
20.00%,1,möglicherweise
20.00%,1,mondes
20.00%,1,mühe
20.00%,1,ohr
20.00%,1,perikles
20.00%,1,pflegte
20.00%,1,ragte
20.00%,1,regungslosigkeit
20.00%,1,reinen
20.00%,1,schichten
20.00%,1,schreiben
20.00%,1,schüchtern
20.00%,1,schwankte
20.00%,1,schweigende
20.00%,1,selbstverständlichkeit
20.00%,1,siegelring
20.00%,1,sieges
20.00%,1,sinne
20.00%,1,sonnenfinsternis
20.00%,1,spräche
20.00%,1,sprachen
20.00%,1,sprengen
20.00%,1,sterbenden
20.00%,1,stockend
20.00%,1,teilnehmen
20.00%,1,testamentes
20.00%,1,trachtete
20.00%,1,trübe
20.00%,1,tue
20.00%,1,überlegen
20.00%,1,überschreiten
20.00%,1,unbeschädigt
20.00%,1,unerlauschbaren
20.00%,1,ungetane
20.00%,1,urgrund
20.00%,1,ursprüngliche
20.00%,1,verändern
20.00%,1,verdoppelter
20.00%,1,vereinigen
20.00%,1,vereinsamung
20.00%,1,verfließend
20.00%,1,verstanden
20.00%,1,vögel
20.00%,1,vorgelesen
20.00%,1,wände
20.00%,1,wandeln
20.00%,1,wanderung
20.00%,1,wende
20.00%,1,wünschest
20.00%,1,zurückgesunken
20.00%,1,zusammenschluß
19.61%,20,sagte
19.44%,21,liebe
19.23%,10,lächeln
19.05%,4,blickte
19.05%,4,einstens
19.05%,4,fragte
19.05%,4,nacktheit
19.05%,4,solches
19.05%,4,verlassen
18.75%,6,zukunft
18.75%,3,gib
18.75%,3,heißt
18.75%,3,laß
18.75%,3,lichte
18.75%,3,wohin
18.60%,16,hand
18.52%,5,tief
18.49%,22,bist
18.18%,4,gegangen
18.18%,4,gehen
18.18%,4,gemeinschaft
18.18%,2,gemacht
18.18%,2,höre
18.18%,2,liebt
18.18%,2,nämlichen
18.18%,2,veränderung
18.18%,2,verständigung
18.18%,2,weich
17.65%,18,schicksal
17.65%,3,aufgenommen
17.65%,3,empfangen
17.65%,3,geschehens
17.65%,3,leib
17.65%,3,lippen
17.65%,3,weniger
17.54%,10,schatten
17.39%,4,meinem
17.39%,4,stufe
17.39%,4,unerreichbar
17.32%,40,dich
17.24%,5,darin
17.24%,5,milde
17.24%,5,unsere
16.81%,19,kaum
16.67%,6,ringsum
16.67%,5,freunde
16.67%,5,unsichtbaren
16.67%,3,genommen
16.67%,3,testament
16.67%,3,vereinigt
16.67%,2,dürfte
16.67%,2,erfassen
16.67%,2,gerichtet
16.67%,2,glatt
16.67%,2,kühl
16.67%,2,munde
16.67%,2,ziele
16.67%,1,ampel
16.67%,1,armen
16.67%,1,aufstieg
16.67%,1,ausgeschlossen
16.67%,1,begreift
16.67%,1,berechtigung
16.67%,1,besonders
16.67%,1,bestätigt
16.67%,1,bewirkt
16.67%,1,blinkte
16.67%,1,brauchen
16.67%,1,brücke
16.67%,1,eilig
16.67%,1,entrückt
16.67%,1,ergänzte
16.67%,1,erschrecken
16.67%,1,erster
16.67%,1,erwartend
16.67%,1,erwiderte
16.67%,1,feder
16.67%,1,fließen
16.67%,1,folgt
16.67%,1,gehorsam
16.67%,1,geschöpflichkeit
16.67%,1,gewesene
16.67%,1,gezeigt
16.67%,1,gleichgewichtes
16.67%,1,hattest
16.67%,1,hinkende
16.67%,1,immerzu
16.67%,1,inniger
16.67%,1,liebenden
16.67%,1,lösten
16.67%,1,mächtiger
16.67%,1,mittag
16.67%,1,nahezu
16.67%,1,nämlicher
16.67%,1,ostwärts
16.67%,1,proculus
16.67%,1,quell
16.67%,1,ruhende
16.67%,1,sagst
16.67%,1,schädel
16.67%,1,schlafe
16.67%,1,schlichte
16.67%,1,schwere
16.67%,1,seelen
16.67%,1,seufzer
16.67%,1,starke
16.67%,1,steckt
16.67%,1,stillen
16.67%,1,strand
16.67%,1,stummer
16.67%,1,tiefste
16.67%,1,töne
16.67%,1,unhörbaren
16.67%,1,unmittelbarer
16.67%,1,unruhe
16.67%,1,unwandelbaren
16.67%,1,verdeckt
16.67%,1,versuchen
16.67%,1,vieh
16.67%,1,vorhin
16.67%,1,wächst
16.67%,1,wand
16.67%,1,wölbte
16.67%,1,zitternden
16.67%,1,zufalls
16.67%,1,zufallsbrunst
16.67%,1,zurückgelassen
16.42%,11,gedicht
16.07%,9,landschaft
16.00%,4,stehen
16.00%,4,trug
15.79%,6,niemand
15.79%,3,vertraut
15.73%,14,wo
15.63%,5,verwandelt
15.56%,7,stern
15.38%,4,kind
15.38%,2,anstrengung
15.38%,2,bedarf
15.38%,2,bleibe
15.38%,2,entfernung
15.38%,2,erkennend
15.38%,2,gedanken
15.38%,2,hellen
15.38%,2,länger
15.38%,2,machte
15.38%,2,nimmer
15.38%,2,schultern
15.38%,2,spiegelnd
15.38%,2,zart
15.22%,7,augenblick
15.22%,7,geblieben
15.15%,5,schien
15.00%,3,geboren
15.00%,3,namenlos
15.00%,3,schicksals
15.00%,3,ufer
15.00%,3,wesenheit
14.93%,10,ihren
14.81%,12,sklave
14.81%,4,hingegen
14.81%,4,vergangenheit
14.69%,21,stimme
14.29%,8,ganz
14.29%,4,finden
14.29%,4,gekommen
14.29%,4,nackt
14.29%,4,ruhend
14.29%,3,koffer
14.29%,3,teil
14.29%,3,vermochte
14.29%,2,bloße
14.29%,2,dickicht
14.29%,2,einsgeworden
14.29%,2,halten
14.29%,2,lärm
14.29%,2,luft
14.29%,2,nächtlichen
14.29%,2,nimm
14.29%,2,pflanze
14.29%,2,raume
14.29%,2,spüren
14.29%,2,strahlung
14.29%,2,tatsächlich
14.29%,2,umgeben
14.29%,2,ungeachtet
14.29%,2,weisheit
14.29%,2,zog
14.29%,1,abstieg
14.29%,1,berührung
14.29%,1,bildern
14.29%,1,daraufhin
14.29%,1,dringen
14.29%,1,einzig
14.29%,1,entfernt
14.29%,1,erfaßt
14.29%,1,erleichterung
14.29%,1,fahl
14.29%,1,fließende
14.29%,1,gebeugt
14.29%,1,geöffnete
14.29%,1,gerichteten
14.29%,1,geschoben
14.29%,1,glänzte
14.29%,1,kerker
14.29%,1,kurz
14.29%,1,lauschenden
14.29%,1,leuchtende
14.29%,1,manuskript
14.29%,1,milder
14.29%,1,regionen
14.29%,1,ruder
14.29%,1,schimmern
14.29%,1,schlafenden
14.29%,1,schlichtheit
14.29%,1,schmerzhaft
14.29%,1,schweigens
14.29%,1,schwerer
14.29%,1,seite
14.29%,1,stärkere
14.29%,1,strenge
14.29%,1,tierhafte
14.29%,1,trat
14.29%,1,tust
14.29%,1,vergeblichkeit
14.29%,1,verschränkt
14.29%,1,versunken
14.29%,1,vertrautheit
14.29%,1,vervielfältigt
14.29%,1,vollzieht
14.29%,1,wachen
14.29%,1,weiteres
14.29%,1,werdenden
14.29%,1,wiedererkennen
14.29%,1,wiederholte
14.29%,1,zunehmenden
13.81%,29,mir
13.77%,19,uns
13.73%,7,warum
13.64%,12,fast
13.56%,8,antwort
13.51%,5,sicherlich
13.51%,5,zeigte
13.33%,2,absturz
13.33%,2,gestalten
13.33%,2,getrieben
13.33%,2,stärker
13.21%,7,lysanias
13.16%,5,atem
13.16%,5,schritt
13.04%,6,jedoch
13.04%,3,kette
13.04%,3,näher
13.04%,3,rede
12.93%,19,dort
12.90%,4,sichtbar
12.90%,4,viele
12.84%,19,dein
12.74%,33,wir
12.50%,7,weiß
12.50%,5,durfte
12.50%,5,hören
12.50%,5,meinen
12.50%,4,ab
12.50%,3,händen
12.50%,2,darob
12.50%,2,enthoben
12.50%,2,gemeinsam
12.50%,2,vieles
12.50%,2,vollkommen
12.50%,2,werdend
12.50%,1,ablauf
12.50%,1,ahnend
12.50%,1,atmete
12.50%,1,äußerst
12.50%,1,behalten
12.50%,1,beistand
12.50%,1,berechtigt
12.50%,1,berge
12.50%,1,besorgt
12.50%,1,bloßer
12.50%,1,cebes
12.50%,1,durchsichtigen
12.50%,1,entgegen
12.50%,1,erreichbar
12.50%,1,erwachen
12.50%,1,findet
12.50%,1,fremdheit
12.50%,1,geborgen
12.50%,1,gelingen
12.50%,1,gesichtes
12.50%,1,gestattet
12.50%,1,gleichzeitig
12.50%,1,goldene
12.50%,1,hell
12.50%,1,herab
12.50%,1,hing
12.50%,1,kinde
12.50%,1,künftigen
12.50%,1,mauern
12.50%,1,miteinander
12.50%,1,mund
12.50%,1,namenlosen
12.50%,1,rückte
12.50%,1,schlecht
12.50%,1,schön
12.50%,1,schweben
12.50%,1,siehst
12.50%,1,sieht
12.50%,1,strahlen
12.50%,1,süße
12.50%,1,tönte
12.50%,1,verdoppelt
12.50%,1,versuch
12.50%,1,wehte
12.50%,1,wille
12.50%,1,womöglich
12.50%,1,wurzeln
12.50%,1,zeitlos
12.20%,5,fahrt
12.14%,21,ihre
12.12%,4,eher
12.12%,4,heimkehr
12.12%,4,nimmermehr
12.00%,3,richtig
12.00%,3,still
12.00%,3,unser
11.90%,5,seltsam
11.87%,52,oh
11.86%,7,ziel
11.82%,13,wohl
11.76%,2,arme
11.76%,2,eingegangen
11.76%,2,freund
11.76%,2,freundschaft
11.76%,2,male
11.70%,11,nein
11.70%,11,vielleicht
11.54%,6,ward
11.54%,3,ganze
11.54%,3,letzter
11.43%,4,ehe
11.36%,5,allem
11.35%,16,mein
11.11%,7,blick
11.11%,6,gibt
11.11%,5,größer
11.11%,5,hielt
11.11%,4,etwa
11.11%,3,deines
11.11%,3,eigenes
11.11%,3,einstmals
11.11%,3,kopf
11.11%,3,wären
11.11%,2,fluten
11.11%,2,nie
11.11%,2,sollen
11.11%,2,tragen
11.11%,1,anderer
11.11%,1,atems
11.11%,1,ausschließlich
11.11%,1,befahl
11.11%,1,berühren
11.11%,1,braucht
11.11%,1,bringt
11.11%,1,bruder
11.11%,1,endgültigkeit
11.11%,1,entlang
11.11%,1,entlöst
11.11%,1,entscheiden
11.11%,1,erkennbar
11.11%,1,errichtet
11.11%,1,garten
11.11%,1,geheiß
11.11%,1,gewandelt
11.11%,1,gleichen
11.11%,1,grund
11.11%,1,hält
11.11%,1,haupt
11.11%,1,heiterkeit
11.11%,1,hold
11.11%,1,klingen
11.11%,1,knapp
11.11%,1,krank
11.11%,1,leichter
11.11%,1,liebend
11.11%,1,lösen
11.11%,1,meinung
11.11%,1,rand
11.11%,1,schwäche
11.11%,1,spannte
11.11%,1,spürbar
11.11%,1,steif
11.11%,1,umfaßt
11.11%,1,vollzog
11.11%,1,wahren
11.11%,1,wandbrunnen
11.11%,1,zurückkehren
11.06%,26,sehr
10.95%,15,leben
10.94%,7,innen
10.87%,25,ins
10.87%,5,gleichnis
10.86%,19,mich
10.81%,8,ach
10.71%,3,wahrhaft
10.61%,14,geworden
10.60%,16,kein
10.53%,6,wahrlich
10.53%,2,bewegung
10.53%,2,dorthin
10.53%,2,erfüllung
10.53%,2,gleichfalls
10.53%,2,herzens
10.53%,2,hieß
10.53%,2,irdischer
10.53%,2,name
10.53%,2,nunmehr
10.53%,2,spiegelbild
10.53%,2,tiere
10.53%,2,vielen
10.53%,2,vielmehr
10.39%,8,ging
10.34%,3,festhalten
10.34%,3,leicht
10.28%,80,ich
10.27%,15,hätte
10.26%,16,wäre
10.19%,11,tod
10.14%,7,knaben
10.13%,8,stand
10.10%,10,bei
10.09%,11,will
10.00%,4,könnte
10.00%,4,sprach
10.00%,2,führer
10.00%,2,gewässer
10.00%,2,langsam
10.00%,2,ruhen
10.00%,2,unsichtbare
10.00%,2,zusammen
10.00%,2,zwang
10.00%,1,anchises
10.00%,1,aufforderung
10.00%,1,aufgaben
10.00%,1,aufgehoben
10.00%,1,aufhebt
10.00%,1,auges
10.00%,1,beschieden
10.00%,1,bewegt
10.00%,1,erinnern
10.00%,1,erreichen
10.00%,1,fern
10.00%,1,festgehalten
10.00%,1,firmament
10.00%,1,fläche
10.00%,1,fügte
10.00%,1,führen
10.00%,1,gelangt
10.00%,1,geschweige
10.00%,1,gestanden
10.00%,1,hob
10.00%,1,komm
10.00%,1,körperlich
10.00%,1,machst
10.00%,1,manuskriptkoffer
10.00%,1,reden
10.00%,1,regte
10.00%,1,reihe
10.00%,1,schwelle
10.00%,1,see
10.00%,1,singen
10.00%,1,sohn
10.00%,1,sterblichen
10.00%,1,stumme
10.00%,1,unbekannt
10.00%,1,unmittelbarkeit
10.00%,1,verwunderlich
10.00%,1,vordem
10.00%,1,wartend
10.00%,1,welle
10.00%,1,widerhall
10.00%,1,wuchs
10.00%,1,wundersam
9.89%,9,ihrem
9.87%,23,ohne
9.85%,13,jetzt
9.80%,129,sie
9.76%,4,deinem
9.73%,29,ihr
9.68%,9,bin
9.68%,9,hin
9.68%,3,wirst
9.61%,185,war
9.60%,17,vergil
9.52%,6,außen
9.52%,2,stumm
9.52%,2,unverändert
9.52%,2,vorwärts
9.52%,2,wege
9.38%,12,zwischen
9.38%,9,seele
9.38%,3,nähe
9.29%,13,cäsar
9.26%,5,gestalt
9.26%,5,viel
9.15%,84,du
9.09%,10,aller
9.09%,7,diesem
9.09%,5,dürfen
9.09%,4,erkennen
9.09%,3,verschwunden
9.09%,2,dunkel
9.09%,2,unsichtbar
9.09%,1,becher
9.09%,1,begleitet
9.09%,1,beine
9.09%,1,dichten
9.09%,1,drüben
9.09%,1,dunkle
9.09%,1,erkenntnistat
9.09%,1,ernst
9.09%,1,gesichter
9.09%,1,hinauf
9.09%,1,klar
9.09%,1,lager
9.09%,1,mühelos
9.09%,1,schwebende
9.09%,1,sehend
9.09%,1,sichtbare
9.09%,1,übrigen
9.09%,1,unentrinnbar
9.09%,1,ungeduldig
9.09%,1,wachheit
9.09%,1,wies
9.09%,1,zweifel
8.99%,24,ja
8.99%,8,können
8.93%,5,indes
8.93%,5,lassen
8.89%,4,himmel
8.89%,4,vergessen
8.82%,9,seinen
8.82%,6,hatten
8.82%,3,gehört
8.73%,20,durch
8.70%,2,schwebend
8.68%,19,selbst
8.65%,9,deine
8.64%,7,obwohl
8.54%,27,über
8.54%,7,müssen
8.47%,5,eigene
8.43%,7,meine
8.40%,11,seinem
8.33%,3,anderen
8.33%,3,anfang
8.33%,3,keinerlei
8.33%,3,saß
8.33%,2,geben
8.33%,2,hindurch
8.33%,2,meiner
8.33%,1,anfangs
8.33%,1,aufgelöst
8.33%,1,begegnung
8.33%,1,bemühen
